age,job,marital,education,balance,housing,loan,duration,campaign,pdays,poutcome,y
,unknown,married,primary,634,no,no,185,2,-1,unknown,no
,blue-collar,single,secondary,5715,no,no,287,2,-1,unknown,no
60,admin.,married,unknown,188,yes,no,149,1,-1,unknown,no
40,entrepreneur,married,secondary,1532,yes,yes,173,7,-1,unknown,no
57,retired,married,primary,75,no,no,118,2,-1,unknown,no
29,technician,single,secondary,13,no,no,314,1,-1,unknown,no
44,blue-collar,married,primary,134,yes,no,378,1,-1,unknown,
41,admin.,single,secondary,748,no,no,94,7,130,other,no
47,technician,married,secondary,199,yes,yes,108,4,-1,unknown,no
43,technician,married,tertiary,192,no,no,203,2,-1,unknown,no
37,technician,single,secondary,267,,no,121,1,-1,unknown,no
,technician,single,tertiary,586,yes,no,489,2,-1,unknown,no
30,blue-collar,single,secondary,648,yes,yes,287,1,-1,unknown,no
57,entrepreneur,divorced,secondary,25,yes,no,652,1,370,other,no
26,admin.,single,secondary,96,yes,no,612,2,348,other,no
,management,married,tertiary,1116,yes,no,53,5,-1,unknown,
46,technician,divorced,secondary,-9,no,yes,270,1,-1,unknown,yes
38,entrepreneur,married,tertiary,17,yes,no,442,1,-1,unknown,yes
37,technician,single,secondary,3665,no,no,664,3,-1,unknown,yes
28,management,single,tertiary,238,no,no,394,2,-1,unknown,no
57,blue-collar,married,primary,179,no,no,230,3,-1,unknown,no
39,management,married,tertiary,763,yes,no,877,7,300,other,yes
49,services,married,secondary,32,no,no,1971,4,-1,unknown,yes
38,technician,married,secondary,196,yes,no,161,2,-1,unknown,no
27,blue-collar,married,secondary,818,yes,no,188,5,-1,unknown,no
30,admin.,married,secondary,2678,,no,23,5,-1,unknown,no
38,admin.,married,tertiary,198,no,no,176,2,-1,unknown,no
36,management,married,tertiary,1582,no,no,26,2,197,failure,no
38,retired,single,unknown,62,no,no,212,1,-1,unknown,no
59,housemaid,married,primary,235,no,no,119,2,-1,unknown,no
37,management,married,tertiary,489,yes,no,205,5,-1,unknown,
29,self-employed,married,tertiary,3931,yes,no,73,4,-1,unknown,no
43,blue-collar,married,secondary,699,yes,yes,1258,2,122,other,
33,technician,married,secondary,58,yes,no,57,2,-1,unknown,no
54,housemaid,divorced,secondary,1327,no,no,115,2,-1,unknown,no
55,services,married,secondary,557,no,no,58,1,-1,unknown,no
32,technician,single,tertiary,741,yes,no,238,1,-1,unknown,
48,management,married,primary,323,yes,no,207,3,-1,unknown,no
33,management,single,tertiary,1439,yes,no,178,2,-1,unknown,no
46,admin.,married,secondary,12,yes,no,20,11,-1,unknown,
44,management,married,tertiary,158,no,no,188,3,-1,unknown,yes
47,blue-collar,married,primary,881,yes,no,143,1,370,failure,no
38,technician,married,secondary,6728,no,no,232,1,96,success,yes
80,retired,married,secondary,462,no,no,127,2,-1,unknown,no
40,self-employed,married,secondary,167,yes,yes,380,4,295,failure,no
43,entrepreneur,married,tertiary,1574,yes,no,167,3,-1,unknown,no
32,technician,single,tertiary,1625,no,no,796,1,109,failure,yes
39,management,married,tertiary,562,no,no,303,2,-1,unknown,no
33,technician,married,secondary,935,yes,no,407,2,-1,unknown,
31,technician,single,secondary,35,no,yes,229,1,-1,unknown,no
36,management,single,tertiary,,no,no,108,2,-1,unknown,no
,management,single,tertiary,2486,yes,no,265,1,-1,unknown,no
25,services,,secondary,368,no,no,168,1,-1,unknown,no
33,management,single,secondary,1558,yes,no,97,1,-1,unknown,no
23,blue-collar,single,primary,8627,yes,no,169,1,346,failure,no
31,management,single,tertiary,259,no,no,103,2,484,other,no
36,management,married,tertiary,,yes,yes,599,3,-1,unknown,no
44,technician,single,tertiary,9,yes,no,322,2,-1,unknown,no
31,management,single,tertiary,385,yes,no,304,1,-1,unknown,no
55,blue-collar,married,primary,1649,yes,no,52,3,-1,unknown,no
51,housemaid,divorced,secondary,9228,no,no,655,4,-1,unknown,yes
36,admin.,married,secondary,,yes,yes,101,2,-1,unknown,
27,unemployed,single,tertiary,1,no,no,65,2,-1,unknown,no
40,services,married,secondary,771,yes,no,173,4,-1,unknown,no
49,services,married,secondary,28,yes,no,162,3,-1,unknown,
59,retired,married,primary,46,no,no,78,2,-1,unknown,no
32,management,married,tertiary,2431,yes,no,646,5,-1,unknown,yes
42,retired,single,tertiary,38,no,no,114,2,-1,unknown,no
,management,divorced,tertiary,16,yes,no,141,6,-1,unknown,no
29,blue-collar,single,secondary,555,yes,no,133,4,-1,unknown,no
29,technician,single,secondary,778,yes,no,1994,2,-1,unknown,no
37,blue-collar,single,secondary,48,no,no,140,2,-1,unknown,no
49,admin.,married,primary,169,yes,no,82,3,-1,unknown,no
51,services,divorced,secondary,12,yes,no,150,1,-1,unknown,no
61,housemaid,married,primary,848,no,no,605,1,187,other,no
43,management,married,secondary,481,yes,no,164,1,110,other,no
42,services,married,tertiary,12223,yes,no,36,1,-1,unknown,no
,blue-collar,married,secondary,-254,yes,yes,290,2,-1,unknown,no
46,self-employed,married,tertiary,1148,no,no,104,2,-1,unknown,no
23,admin.,single,secondary,5,no,no,413,1,-1,unknown,no
26,services,single,secondary,5,yes,no,,1,-1,unknown,no
43,blue-collar,divorced,primary,92,yes,no,237,2,-1,unknown,no
,technician,single,tertiary,47,yes,no,743,13,-1,unknown,yes
38,technician,married,secondary,,no,no,82,4,-1,unknown,no
56,unemployed,divorced,primary,19,no,no,924,4,-1,unknown,no
31,services,married,secondary,44,yes,no,117,3,-1,unknown,no
32,management,single,tertiary,,no,no,550,4,-1,unknown,yes
28,services,single,secondary,2685,no,yes,5,1,-1,unknown,no
26,admin.,divorced,secondary,-3,yes,no,181,5,-1,unknown,no
49,management,,tertiary,77,no,no,,2,-1,unknown,no
33,admin.,married,secondary,22,yes,no,345,1,-1,unknown,no
80,retired,married,primary,1548,no,no,331,2,-1,unknown,
40,blue-collar,married,secondary,326,yes,yes,112,1,-1,unknown,no
42,technician,divorced,secondary,,yes,no,115,6,-1,unknown,no
46,blue-collar,married,secondary,123,no,no,381,3,-1,unknown,no
32,management,single,tertiary,697,no,no,119,1,99,failure,no
37,services,single,tertiary,223,yes,no,25,1,-1,unknown,no
32,student,married,secondary,1694,yes,no,929,1,-1,unknown,no
,management,married,tertiary,4446,yes,no,429,1,-1,unknown,no
39,management,married,tertiary,894,yes,no,491,1,326,other,no
31,technician,divorced,secondary,22,yes,no,146,1,-1,unknown,no
,management,single,tertiary,,no,no,,2,-1,unknown,no
44,technician,married,tertiary,177,,no,406,3,-1,unknown,no
,technician,married,secondary,13658,yes,no,220,2,-1,unknown,no
39,admin.,married,secondary,46,no,no,253,5,-1,unknown,no
55,services,married,secondary,96,no,no,340,2,-1,unknown,no
,housemaid,married,secondary,,,no,154,1,-1,unknown,yes
39,technician,married,tertiary,-276,no,yes,121,4,-1,unknown,no
58,retired,married,secondary,413,no,no,104,5,-1,unknown,no
37,blue-collar,married,primary,655,yes,no,127,2,258,failure,no
56,retired,divorced,primary,694,no,no,144,1,102,other,yes
32,admin.,single,secondary,1218,yes,no,149,2,-1,unknown,
41,technician,single,tertiary,1646,yes,no,261,1,184,success,yes
29,admin.,single,tertiary,14,no,no,87,1,120,failure,no
44,management,married,tertiary,7635,no,no,719,5,-1,unknown,no
,blue-collar,married,secondary,9,yes,no,292,7,-1,unknown,no
43,management,single,secondary,129,yes,no,145,1,-1,unknown,no
26,admin.,married,tertiary,2855,no,no,52,3,-1,unknown,no
39,admin.,,secondary,26,yes,no,146,1,281,failure,no
49,blue-collar,married,secondary,239,yes,no,451,1,169,failure,yes
52,blue-collar,divorced,primary,-97,yes,yes,167,4,-1,unknown,no
33,blue-collar,married,tertiary,1465,no,no,98,4,-1,unknown,
30,blue-collar,married,secondary,125,yes,no,238,2,-1,unknown,no
32,technician,single,tertiary,93,no,no,,7,-1,unknown,no
27,management,single,tertiary,,yes,no,323,4,-1,unknown,no
58,blue-collar,married,primary,73,no,no,116,1,-1,unknown,no
46,retired,married,primary,-35,yes,no,304,3,-1,unknown,no
28,management,single,tertiary,1351,no,no,267,1,-1,unknown,no
39,services,married,primary,161,yes,no,201,2,-1,unknown,no
41,services,married,unknown,88,yes,no,105,1,336,failure,no
38,services,married,secondary,435,yes,no,193,2,-1,unknown,no
50,unemployed,divorced,secondary,717,yes,no,113,1,-1,unknown,no
56,services,married,secondary,75,yes,no,151,2,-1,unknown,no
,technician,married,secondary,1553,,no,200,2,-1,unknown,no
33,blue-collar,divorced,secondary,-131,yes,no,145,1,-1,unknown,no
61,technician,married,secondary,1191,no,no,214,4,-1,unknown,yes
36,admin.,single,secondary,47,no,yes,36,6,-1,unknown,no
,technician,married,tertiary,544,yes,yes,58,2,-1,unknown,no
36,blue-collar,,secondary,688,yes,no,174,2,-1,unknown,no
45,management,married,tertiary,242,no,no,587,1,-1,unknown,yes
27,student,single,tertiary,118,no,no,112,1,-1,unknown,no
45,admin.,married,secondary,-388,yes,no,175,2,-1,unknown,
40,self-employed,married,tertiary,163,no,no,279,1,-1,unknown,
36,management,single,secondary,1511,yes,no,270,1,-1,unknown,yes
46,blue-collar,married,primary,147,yes,no,116,2,169,failure,no
37,entrepreneur,married,tertiary,836,yes,no,129,2,-1,unknown,no
36,technician,married,secondary,55,yes,no,38,2,369,failure,no
37,admin.,married,secondary,1123,no,yes,138,1,-1,unknown,no
22,student,single,tertiary,691,no,no,338,1,-1,unknown,yes
51,services,married,secondary,,no,yes,565,3,-1,unknown,
49,technician,married,secondary,12531,no,no,77,8,-1,unknown,no
,management,married,tertiary,552,yes,yes,314,2,124,failure,no
50,housemaid,married,primary,,no,no,179,2,-1,unknown,no
31,services,married,tertiary,39,yes,yes,294,1,-1,unknown,no
47,services,single,secondary,33,yes,no,298,1,-1,unknown,no
59,blue-collar,married,secondary,681,yes,no,427,2,-1,unknown,no
32,blue-collar,married,secondary,1787,,no,87,4,357,failure,no
71,retired,married,tertiary,1422,yes,no,397,1,-1,unknown,yes
31,management,single,tertiary,12569,no,no,344,1,295,failure,yes
41,blue-collar,married,primary,4,no,no,74,5,-1,unknown,no
,blue-collar,married,primary,3587,yes,no,148,4,-1,unknown,
36,management,married,tertiary,254,no,no,161,3,-1,unknown,no
46,blue-collar,divorced,primary,1712,,no,110,1,-1,unknown,no
46,blue-collar,married,secondary,4855,yes,no,1529,1,397,failure,no
47,technician,married,tertiary,248,no,no,236,1,104,success,no
,management,single,tertiary,252,yes,no,89,2,-1,unknown,no
37,blue-collar,married,secondary,346,yes,no,390,1,316,failure,no
56,admin.,,secondary,45,no,no,1467,1,-1,unknown,yes
46,admin.,married,secondary,556,yes,yes,646,3,-1,unknown,yes
44,management,divorced,tertiary,-71,yes,no,,1,-1,unknown,no
48,technician,single,tertiary,-551,yes,no,168,2,-1,unknown,
28,blue-collar,single,secondary,56,yes,no,66,1,-1,unknown,no
38,entrepreneur,married,tertiary,1514,no,yes,160,3,120,failure,no
,management,single,tertiary,178,yes,no,14,2,-1,unknown,no
56,technician,married,secondary,359,yes,no,220,4,-1,unknown,no
55,retired,divorced,secondary,158,no,yes,1007,1,-1,unknown,yes
44,blue-collar,divorced,secondary,221,no,no,149,13,-1,unknown,no
38,technician,married,tertiary,1161,yes,no,665,1,-1,unknown,no
,retired,married,secondary,1278,yes,no,174,3,-1,unknown,
41,admin.,single,tertiary,982,no,no,105,1,-1,unknown,no
,technician,single,secondary,16,no,no,990,1,-1,unknown,yes
,management,single,tertiary,1,no,no,582,1,-1,unknown,no
,services,married,secondary,128,yes,no,136,1,-1,unknown,no
38,entrepreneur,single,secondary,2543,no,no,223,1,414,failure,yes
42,entrepreneur,married,tertiary,4245,,no,205,2,-1,unknown,
56,blue-collar,married,primary,828,yes,no,214,1,349,failure,no
37,management,divorced,tertiary,,,no,,6,-1,unknown,no
47,housemaid,married,secondary,394,yes,no,171,2,96,success,no
29,blue-collar,married,secondary,125,yes,no,50,1,-1,unknown,no
41,management,married,tertiary,14,yes,no,65,3,-1,unknown,no
43,technician,single,secondary,593,yes,no,55,1,-1,unknown,no
38,self-employed,married,secondary,746,no,no,256,3,-1,unknown,no
31,technician,married,secondary,589,yes,yes,151,1,-1,unknown,no
32,management,single,tertiary,2343,no,no,226,1,-1,unknown,no
40,management,married,tertiary,294,yes,no,97,5,-1,unknown,no
45,admin.,married,secondary,644,no,yes,,1,-1,unknown,no
43,management,married,secondary,-26,,no,343,1,-1,unknown,no
27,services,single,secondary,3354,,no,493,5,-1,unknown,no
33,management,single,tertiary,23,no,no,216,3,-1,unknown,no
37,admin.,married,secondary,7,yes,no,224,7,105,other,no
60,admin.,married,secondary,3735,no,no,190,1,188,success,yes
51,self-employed,married,unknown,294,no,no,458,6,-1,unknown,yes
44,blue-collar,married,secondary,58,yes,no,222,1,154,failure,no
48,management,married,unknown,,yes,no,612,1,344,other,no
57,blue-collar,married,primary,93,yes,no,137,1,-1,unknown,no
29,technician,single,tertiary,,yes,no,104,2,-1,unknown,no
50,services,married,secondary,26394,no,no,206,4,-1,unknown,no
36,services,married,secondary,-11,yes,no,172,28,-1,unknown,
49,technician,married,tertiary,523,yes,no,152,2,-1,unknown,
49,technician,married,secondary,-74,yes,no,114,1,-1,unknown,no
,management,married,tertiary,,no,no,89,1,-1,unknown,no
39,technician,single,secondary,122,yes,no,158,1,-1,unknown,no
,blue-collar,married,primary,351,no,yes,326,11,-1,unknown,no
57,self-employed,married,secondary,35,no,yes,215,3,-1,unknown,no
37,technician,divorced,secondary,261,yes,no,53,1,-1,unknown,no
25,services,,secondary,64,no,no,71,11,-1,unknown,no
43,blue-collar,married,primary,6,no,no,487,2,367,other,no
37,blue-collar,married,secondary,342,yes,no,340,2,175,failure,no
36,blue-collar,single,tertiary,183,no,no,183,1,91,failure,no
49,management,divorced,tertiary,194,no,yes,131,2,-1,unknown,no
38,management,single,tertiary,16957,yes,no,208,1,247,failure,no
39,management,divorced,tertiary,26,no,no,311,5,-1,unknown,no
40,management,married,tertiary,,no,no,147,1,96,success,
,admin.,married,secondary,79,yes,no,83,1,-1,unknown,no
39,blue-collar,married,primary,233,yes,no,775,3,-1,unknown,yes
,blue-collar,married,secondary,65,no,no,25,18,-1,unknown,no
44,management,married,tertiary,332,yes,no,497,5,-1,unknown,no
32,technician,divorced,secondary,-399,yes,no,180,1,-1,unknown,no
50,technician,divorced,secondary,-54,yes,yes,698,2,292,failure,yes
29,services,married,primary,-12,no,no,134,1,-1,unknown,no
55,unemployed,married,tertiary,489,yes,no,223,2,186,other,
73,retired,married,primary,279,no,no,399,3,-1,unknown,yes
52,technician,married,secondary,11,yes,no,420,1,-1,unknown,no
49,services,married,secondary,221,yes,no,233,3,-1,unknown,
63,retired,married,primary,844,no,no,702,1,-1,unknown,no
,admin.,married,secondary,2374,yes,no,161,1,209,failure,yes
32,admin.,single,secondary,92,yes,no,110,1,315,failure,no
49,housemaid,married,tertiary,443,no,no,27,6,-1,unknown,no
40,blue-collar,,primary,1397,yes,no,58,2,334,failure,
,entrepreneur,married,unknown,7,,no,,1,-1,unknown,no
,technician,married,tertiary,3177,no,no,92,2,-1,unknown,
43,blue-collar,married,primary,232,no,yes,45,1,-1,unknown,no
,management,single,secondary,81,yes,no,79,1,-1,unknown,no
,services,single,secondary,414,yes,no,11,5,319,other,no
25,student,single,tertiary,1433,yes,no,520,1,-1,unknown,no
31,technician,single,unknown,187,no,no,86,1,-1,unknown,no
48,management,married,tertiary,,no,no,16,16,-1,unknown,no
40,housemaid,married,secondary,461,no,no,154,2,-1,unknown,no
46,blue-collar,married,primary,1429,yes,no,91,1,-1,unknown,no
30,services,single,secondary,334,no,no,389,2,-1,unknown,no
47,services,married,secondary,2,no,yes,71,15,-1,unknown,no
23,services,single,secondary,5,yes,no,111,3,-1,unknown,
29,technician,married,tertiary,43,yes,no,68,2,-1,unknown,no
38,technician,married,secondary,43,,no,75,2,177,failure,no
56,housemaid,married,primary,36,no,yes,212,1,-1,unknown,no
52,admin.,married,secondary,,no,no,91,2,275,failure,no
55,retired,married,secondary,168,no,no,79,2,-1,unknown,no
43,entrepreneur,married,tertiary,21,no,no,646,2,-1,unknown,no
,blue-collar,married,secondary,518,yes,no,206,1,-1,unknown,no
43,management,single,tertiary,1696,yes,no,257,1,474,failure,
55,services,married,secondary,-31,no,yes,81,2,-1,unknown,no
,blue-collar,married,secondary,856,yes,no,470,1,150,other,no
,management,single,tertiary,318,yes,no,133,2,-1,unknown,no
43,self-employed,married,tertiary,64,no,no,230,2,-1,unknown,no
39,blue-collar,married,primary,8,yes,no,76,6,-1,unknown,no
39,technician,single,unknown,75,no,no,26,1,-1,unknown,no
,technician,single,secondary,347,yes,no,154,2,197,failure,no
55,management,married,tertiary,2366,yes,yes,94,4,-1,unknown,no
67,retired,married,tertiary,71,no,no,254,2,-1,unknown,yes
,entrepreneur,married,tertiary,475,,yes,1156,1,-1,unknown,no
47,blue-collar,married,secondary,3285,no,no,248,5,-1,unknown,no
33,blue-collar,married,primary,925,no,no,884,3,-1,unknown,no
45,entrepreneur,married,secondary,128,no,yes,275,2,-1,unknown,no
36,blue-collar,married,secondary,1587,yes,no,200,2,-1,unknown,no
59,technician,divorced,secondary,879,yes,no,228,1,-1,unknown,no
33,services,married,secondary,478,no,no,475,2,-1,unknown,yes
52,technician,divorced,secondary,28,no,no,393,5,-1,unknown,no
,blue-collar,married,primary,1868,no,no,156,4,-1,unknown,no
41,unemployed,married,primary,819,no,no,244,3,-1,unknown,no
45,blue-collar,married,secondary,4646,yes,no,118,1,-1,unknown,no
60,self-employed,single,secondary,27,no,no,40,2,-1,unknown,no
32,blue-collar,married,secondary,736,yes,no,700,3,-1,unknown,no
28,management,single,tertiary,224,yes,no,97,3,-1,unknown,no
31,technician,single,secondary,2544,no,no,252,1,184,success,yes
,blue-collar,married,secondary,427,no,yes,360,4,-1,unknown,no
58,management,married,tertiary,2764,no,no,235,1,-1,unknown,no
38,blue-collar,married,secondary,376,yes,no,1521,1,-1,unknown,no
46,management,married,tertiary,523,yes,no,105,4,366,failure,
,entrepreneur,married,tertiary,71,no,yes,86,1,-1,unknown,no
56,retired,married,secondary,3948,no,no,484,1,135,failure,no
52,services,single,secondary,181,no,no,117,1,-1,unknown,no
